Index,Title,Price,Ratings,NumberOfReviews,ASIN,URL,Manufacturer,Description
21,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions",₹989,5.0,1,B0CFFLYSVS,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzgwMzEyODkzMTE0NjU4OjE2OTc4OTA5MzM6c3BfYnRmOjMwMDA2MzU1NTc0MjQzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Navyblue%2Fdp%2FB0CFFLYSVS%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697890933%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 40-liter capacity, measured at 55 cm x 33 cm x 23 cm, makes it a perfect fit for a trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and both side water bottle pockets for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organisation, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customise the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
22,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook",₹349,4.0,177,B0C2D3YR7T,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyNzgwMzEyODkzMTE0NjU4OjE2OTc4OTA5MzM6c3BfYnRmOjMwMDA0NzA1NjIyMTgzMjo6MDo6&url=%2FTabelito-NEXA-Backpack-Business-Compartment%2Fdp%2FB0C2D3YR7T%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697890933%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,‎Tabelito Trade India,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders."
23,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",₹499,3.9,"17,634",B085MHDJ93,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODYzNzc2NzU0NDExNjU4OjE2OTc4OTEwMDU6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_17_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891005%26sprefix%3Dba%252Caps%252C283%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Amazing Bags,"Half Moon Backpack - A Quality of BackpacksWe(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature.FeaturesDURABLE MATERIAL:Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women.COMFY & STURDY:Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.INNER MATERIAL:The material used in the inner compartments is thin yet strong and durable so, be assured of its quality. Thin material is used inside to make it lightweight & comfortable in carrying and to protect it from wear & tear.LOTS OF STORAGE SPACE & POCKETS:One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.OTHER FEATURES:Rain cover, Reflector logo, Two water bottle/umbrella pockets, Secret-pocket at bottom for Rain cover and other stuffs, High-Quality zippers, Bartacks on pressure points for extra strength, Ergonomic design, etc.Casual Stylish BackpackThis trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.Backpack for Every NeedsThis MADE IN INDIA Product features 3 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Laptop Compartment, Top padded Handle for comfort. Its ergonomics comfortable design makes you forget the load you are carrying,Spacious compartmentsThis casual backpack comes with three spacious zippered compartments which can accommodate your notebooks and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day.Comfort & QualityThis casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.Rain / Dust CoverThis backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.Proudly Made in IndiaHalf Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.Shipped Directly from FactoryHalf Moon offers high-quality bags at the lowest prices. We offer bags directly from factory to the customer to provide the bag at lowest prices possible.Half Moon 35L Casual Waterproof Laptop Office School Backpack with Rain CoverHalf Moon Large 37L Laptop College School Bag Backpack for Men & WomenHalf Moon 35 L 15.6 inch Waterproof Laptop Office School Bag Backpack Rain CoverHalf Moon 35 L Waterproof Laptop Office School Bag Backpack with Rain CoverHalf Moon Water resistant Travelling Laptop Rucksack BackpackSize & Dimensions48 x 35 x 21 cm22 x 30 x 50 cm48 x 35 x 21 cm48 x 35 x 21 cm49 x 36 x 22 cmColorNavy BlueAvailable in Navy/Black/Sky BlueBlackNavy & OrangeBlackCapacity35 Litres37 Litres35 Litres35 Litres35 LitresBar-tacks✓✓✓✓✓Rain Cover✓✓✓✓✓Country of OriginIndiaIndiaIndiaIndiaIndia"
24,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack",₹689,3.8,199,B09S3ZK3N1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODYzNzc2NzU0NDExNjU4OjE2OTc4OTEwMDU6c3BfYXRmX25leHQ6MjAxNDU5OTU3NjIxOTg6OjA6Og&url=%2FHalf-Moon-Curiosity-Backpack-Resistant%2Fdp%2FB09S3ZK3N1%2Fref%3Dsr_1_18_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891005%26sprefix%3Dba%252Caps%252C283%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Half_Moon(Amazing Bags),"Half Moon Backpack - A Quality of BackpacksWe(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature.FeaturesDURABLE MATERIAL:Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women.COMFY & STURDY:Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.INNER MATERIAL:The material used in the inner compartments is thin yet strong and durable so, be assured of its quality. Thin material is used inside to make it lightweight & comfortable in carrying and to protect it from wear & tear.LOTS OF STORAGE SPACE & POCKETS:One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that is too organised. It has an internal organiser which is small pockets inside the first compartment for pens, diary, phone etc.OTHER FEATURES:Rain cover, Internal Organiser, Reflector logo, Two water bottle/umbrella pockets, Secret-pocket at bottom for Rain cover and other stuffs, High-Quality zippers, Bartacks on pressure points for extra strength, Ergonomic design, etc.Casual Stylish BackpackThis trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, internal organiser, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.Backpack for Every NeedsThis MADE IN INDIA Product features 2 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Padded Laptop Compartment with 360° Protection, Top padded Handle for comfort, Reflective Stickers & Brand Logo for safety while travelling at night. Its ergonomics comfortable design makes you forget the load you are carrying,Space & ComfortThis laptop backpack comes with two spacious zippered compartments which can accommodate your notebooks and other essentials with ease. This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.Small PocketsThis backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.Rain / Dust CoverThis backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.Proudly Made in IndiaHalf Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.Shipped Directly from FactoryHalf Moon offers high quality bags at lowest prices. We offers bags directly from factory to the customer to provide the bag at lowest prices possible.Half Moon Curiosity 35L Travel Laptop College School BackpackHalf Moon 45L Hammer Laptop Travelling BackpackHalf Moon 35 L 15.6 inch Waterproof Laptop Office School Bag Backpack Rain CoverHalf Moon 35L Casual Waterproof Laptop Office School Backpack with Rain CoverHalf Moon Large 37L Laptop College School Bag Backpack for Men & WomenSize & Dimensions48 x 34 x 23 cm54 x 36 x 25 cm48 x 35 x 21 cm48 x 35 x 21 cm50 x 30 x 22 cmColorNavy BlueBlackBlackNavy BlueBlack & OrangeCapacity35 Litres45 Litres35 Litres35 Litres37 LitresBar-tacks✓✓✓✓✓Rain Cover✓✓✓✓✓Country of OriginIndiaIndiaIndiaIndiaIndia"
25,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹229,4.1,"10,321",B088XB5XY8,https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-19,"‎Korrun India Pvt. Ltd, Plot No.25, P2(4&X), 1st Phase, Bidadi Industrial area, Bangalore-562109, Karnataka","It's an edgy mix of fashionable details and practical usability. This backpack is made to accompany you on any adventureWith a capacity of 12 litres, this backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more.The multi coated, water-repellent 600D polyester fabric design keeps your belongings safe whether you're on a short excursion or bustling through a commute.The Mi Step Out Backpack is available in 4 trendy colors. The array of vibrant colors allow you to make your pick and stand out wherever you go.Fully equipped with a water repellent exterior, contra zippers, reflective pullers and adjustable shoulder straps, this backpack is ideal companion for a hands-free dayWeighing just 200g, this backpack is easy to carry whether you're toting it through the airport, hitting the gym, exploring a new city or using it as a carrier for your books."
26,"TRUE HUMAN® EMPEROR 15.6 inch laptop bag with USB charging port Laptop bag,office bag, college bags anti theft (CAPTAIN)",₹529,3.6,40,B0C6HZDWRQ,https://www.amazon.in/TRUE-EMPEROR-charging-college-CAPTAIN/dp/B0C6HZDWRQ/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-20,Not Mentioned,"Key FeaturesUSB Charging PortA USB charging connector is available on the laptop backpack, which is perfect for charging your phone or other electronic devices when in need.Multi-Level OrganizerThe backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness BandTrolley Strap & Anti-theft Back PocketThe insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling. Comfortable airflow back ergonomics design with soft padding, gives you maximum back support. Back hidden anti theft pocket can hold your wallet, phone etc.Spacious CompartmentsThis bag features a dedicated laptop pocket for a 15.6-inch laptop and a large area with sufficient space for your clothes etc. and side pockets for an umbrella and water bottle.Anti-theft SystemYour valuable belongings will be protected from theft by the bag's well-managed anti-theft system which comprises hidden zippers and pockets.Easy to carryPuffed handles & back to assist you with comfort.Premium MaterialThis multifunctional bag is made of high quality Water Repellent polyester material. For the inner lining, soft feel premium quality polyester is used. The hardware such as strengthened hooks, zippers and buckles used are wear resistant, smooth, of premium quality and durable."
27,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,₹449- ₹563,3.8,509,B0BPTV3795,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPTV3795/ref=sr_1_21?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-21,ADISA,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover."
28,Wesley 15 Liter Casual Daypack Backpack,₹149,3.8,370,B0BVVY98PZ,https://www.amazon.in/Wesley-Liter-Casual-Daypack-Backpack/dp/B0BVVY98PZ/ref=sr_1_22?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-22,Wesley,Wesley Daypack
29,TRUE HUMAN EMPEROR® Anti-Theft backpack With USB charging Port Laptop bag/Office bag/college bag/travel bag with anti -theft back pocket (LEGEND),₹529,3.7,"2,783",B09QJ7ZF2Y,https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-charging/dp/B09QJ7ZF2Y/ref=sr_1_23?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-23,Not Mentioned,"Key featuresUSB Charging PortA USB charging connector is available on the laptop backpack, which is perfect for charging your phone or other electronic devices when in need.Anti-theft SystemYour valuable belongings will be protected from theft by the bag's well-managed anti-theft system which comprises hidden zippers and pockets.Trolley Strap & Anti-theft Back PocketThe insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling. Comfortable airflow back ergonomics design with soft padding, gives you maximum back support. Back hidden anti theft pocket can hold your wallet, phone etc.Multi-Level OrganizerThe backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness BandLaptop sleeve specialIn this backpack special padded laptop sleeve this is product your laptop and tab etc.Premium MaterialThis multifunctional bag is made of high quality Water Repellent polyester material. For the inner lining, soft feel premium quality polyester is used. The hardware such as strengthened hooks, zippers and buckles used are wear resistant, smooth, of premium quality and durable.Only usb port not power bankA USB charging connector is available on the laptop backpack, but we have not pervoide power bank in this backpack. please take care this instruction."
30,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",₹499,3.7,470,B0BYB631NR,https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_24?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-24,Rama luxury store,Not Mention
31,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,₹689,3.9,"3,864",B0BHX7GY16,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_25?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-25,Amazing Bags,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover."
32,Gear Classic 20L Small Faux Leather Water Resistant Anti Theft Laptop Bag/Office Backpack for Men/Women - Brown,₹798,4.4,"6,252",B07G4F6XFH,https://www.amazon.in/Gear-Classic-Leather-Backpack-LBPCLSLTH0201/dp/B07G4F6XFH/ref=sr_1_26?crid=2M096C61O4MLT&keywords=bags&qid=1697891005&sprefix=ba%2Caps%2C283&sr=8-26,Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements."
33,"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Olive 35L, Unisex Bag",₹999,4.5,25,B0C9H8W6K6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODYzNzc2NzU0NDExNjU4OjE2OTc4OTEwMDU6c3BfbXRmOjMwMDAxNDkzMTQ4NDczMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9H8W6K6%2Fref%3Dsr_1_27_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891005%26sprefix%3Dba%252Caps%252C283%26sr%3D8-27-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,STRABO BAGS AND ACCESSORIES LLP,Curated specially for Bag with High Functionality. Premium Design crafted with Trendy Look
34,"Golden Wolf Backpack with Rain Cover Anti-theft Backpack with Lock 15.6-inch Laptop Bag Multi-pockets with USB Port for Business Travel College,Dark Grey","₹1,999",4.3,"3,626",B08HM4TQZZ,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODYzNzc2NzU0NDExNjU4OjE2OTc4OTEwMDU6c3BfbXRmOjIwMDY4MTk0MzMzMjAzOjowOjo&url=%2FHoteon-Backpack-Anti-Theft-Earphone-Resistant%2Fdp%2FB08HM4TQZZ%2Fref%3Dsr_1_28_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891005%26sprefix%3Dba%252Caps%252C283%26sr%3D8-28-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,ah arctic hunter,"Previous pageHigh quality Anti-theft locks can better protect your items.Fashion metal logo,improve overall appearance quality.High quality fabric makes the backpack very water-resistant and wear-resistant.The card pocket and glasses strap make it easy for you to access items at any time.USB port and Headphone Jack offers quick access to charge your USB devices and listen to music.Next page1Anti-theft Design2Fashion Logo3High-Quality Fabric4Shoulder Strap5USB Charging PortPrevious pageit built in a 15.6-inch compartment.Next page1Multi-Level Organizer2Main pocket3Front Pocket4Document pocketArctic Hunter Laptop&Travel BackpackGB00375 BackpackAH-B00113C BackpackAH-B00345 BackpackGW-GB00397 BackpackAH-B00451 BackpackAH-B00208 BackpackAH-B00492 BackpackProduct Dimensions46cm*29cm*12cm47cm*35cm*17cm43cm*30cm*15cm46cm*31cm*18cm45cm*27cm*15cm48cm*32cm*16cm45cm*28cm*17.5cmStorage Capacity25L28L32L38L20L25L30LWeight810g920g1450g1110g860g1100g1500gMaterialPolyesterPolyesterPolyesterPolyesterPolyester, EVAPolyester, PVC FilmPolyesterLaptop Size15.6 inch15.6 inch15.6 inch15.6 inch15.6 inch15.6 inch15.6 inchProduct FeaturesRain Cover, Locking, USB PortLaptop Compartment, USB PortWater-resistant, ExpandableLocking, Expandable,USB PortLocking, Water-resistantLocking, Laptop CompartmentLaptop Tablet CompartmentProduct FeaturesLaptop Pocket, Bottle HolderBollet Holder, Sunglass HolderLaptop Compartment,ConvertibleConverible, Water-resistantRemovable pouch,Trolley StrapTablet Compartment,Water-resistant, Trolley StrapProduct FeaturesTrolley Strap,Sunglass Holderrolley Sleeve,Cellphone HolderTablet Compartment, USB PortUSB Port，Sunglass HolderLaptop Tablet Pocket, USB PortUSB Port,Scratch-resistantScratch-resistant"
